1 , 0
2 , 0
3 , 0
4 , 0
5 , 0
6 , 0
7 , 0
8 , 0
9 , 0
10 , 0
11 , 0
12 , 0
13 , 0
14 , 0
15 , 0
16 , 0
17 , 0
18 , 0
19 , 0
20 , 0
21 , 0
22 , 0
23 , 0
24 , 0
25 , 0
26 , 0
27 , 0
28 , 0
29 , 0
30 , 0
31 , 0
32 , 0
33 , 0
34 , 0
35 , 0
36 , 1
37 , 0
38 , 1
39 , 1
40 , 1
41 , 1
42 , 1
43 , 1
44 , 1
45 , 1
46 , 1
47 , 1
48 , 1
49 , 1
50 , 1
51 , 1
52 , 1
53 , 1
54 , 1
55 , 2
56 , 1
57 , 1
58 , 1
59 , 1
60 , 2
61 , 1
62 , 2
63 , 2
64 , 3
65 , 2
66 , 2
67 , 2
68 , 2
69 , 2
70 , 2
71 , 2
72 , 2
73 , 2
74 , 3
75 , 2
76 , 2
77 , 2
78 , 2
79 , 2
80 , 2
81 , 3
82 , 3
83 , 3
84 , 3
85 , 3
86 , 3
87 , 3
88 , 3
89 , 3
90 , 3
91 , 3
92 , 3
93 , 3
94 , 3
95 , 4
96 , 4
97 , 4
98 , 4
99 , 4
100 , 5
101 , 4
102 , 4
103 , 5
104 , 6
105 , 5
106 , 5
107 , 5
108 , 5
109 , 5
110 , 5
111 , 5
112 , 5
113 , 7
114 , 7
115 , 7
116 , 7
117 , 6
118 , 7
119 , 7
120 , 7
121 , 7
122 , 8
123 , 7
124 , 8
125 , 7
126 , 7
127 , 7
128 , 8
129 , 7
130 , 7
131 , 7
132 , 8
133 , 26
134 , 12
135 , 10
136 , 14
137 , 9
138 , 11
139 , 10
140 , 10
141 , 10
142 , 13
143 , 12
144 , 12
145 , 13
146 , 12
147 , 13
148 , 14
149 , 15
150 , 13
151 , 15
152 , 24
153 , 15
154 , 13
155 , 14
156 , 13
157 , 14
158 , 14
159 , 14
160 , 16
161 , 16
162 , 16
163 , 15
164 , 14
165 , 15
166 , 15
167 , 15
168 , 15
169 , 16
170 , 16
171 , 17
172 , 18
173 , 18
174 , 20
175 , 20
176 , 19
177 , 18
178 , 18
179 , 18
180 , 18
181 , 20
182 , 18
183 , 20
184 , 20
185 , 20
186 , 21
187 , 21
188 , 21
189 , 28
190 , 31
191 , 29
192 , 31
193 , 29
194 , 32
195 , 32
196 , 30
197 , 30
198 , 30
199 , 35
