0 , 0
1 , 19
2 , 21
3 , 23
4 , 24
5 , 24
6 , 24
7 , 26
8 , 30
9 , 27
10 , 27
11 , 27
12 , 27
13 , 27
14 , 28
15 , 26
16 , 26
17 , 27
18 , 28
19 , 32
20 , 27
21 , 29
22 , 29
23 , 27
24 , 28
25 , 28
26 , 28
27 , 28
28 , 27
29 , 33
30 , 28
31 , 30
32 , 32
33 , 28
34 , 30
35 , 30
36 , 30
37 , 29
38 , 29
39 , 30
40 , 30
41 , 29
42 , 30
43 , 31
44 , 32
45 , 31
46 , 32
47 , 30
48 , 30
49 , 30
50 , 30
51 , 30
52 , 32
53 , 33
54 , 30
55 , 33
56 , 30
57 , 31
58 , 31
59 , 31
60 , 31
61 , 31
62 , 33
63 , 30
64 , 33
65 , 32
66 , 31
67 , 30
68 , 30
69 , 32
70 , 30
71 , 30
72 , 32
73 , 30
74 , 33
75 , 33
76 , 32
77 , 32
78 , 33
79 , 33
80 , 32
81 , 34
82 , 33
83 , 33
84 , 35
85 , 34
86 , 31
87 , 33
88 , 33
89 , 34
90 , 32
91 , 33
92 , 33
93 , 33
94 , 34
95 , 35
96 , 34
97 , 35
98 , 33
99 , 33
100 , 33
101 , 32
102 , 34
103 , 33
104 , 33
105 , 34
106 , 35
107 , 35
108 , 35
109 , 33
110 , 35
111 , 34
112 , 36
113 , 35
114 , 36
115 , 35
116 , 34
117 , 33
118 , 34
119 , 35
120 , 35
121 , 33
122 , 34
123 , 36
124 , 35
125 , 34
126 , 35
127 , 36
128 , 35
129 , 35
130 , 36
131 , 35
132 , 36
133 , 35
134 , 36
135 , 35
136 , 37
137 , 35
138 , 35
139 , 37
140 , 46
141 , 36
142 , 41
143 , 37
144 , 35
145 , 36
146 , 36
147 , 36
148 , 37
149 , 35
150 , 36
151 , 37
152 , 37
153 , 36
154 , 37
155 , 37
156 , 39
157 , 37
158 , 36
159 , 37
160 , 38
161 , 37
162 , 39
163 , 37
164 , 36
165 , 37
166 , 38
167 , 37
168 , 39
169 , 39
170 , 38
171 , 37
172 , 36
173 , 37
174 , 37
175 , 37
176 , 36
177 , 37
178 , 38
179 , 37
180 , 39
181 , 38
182 , 39
183 , 39
184 , 40
185 , 37
186 , 38
187 , 40
188 , 39
189 , 40
190 , 37
191 , 36
192 , 38
193 , 37
194 , 41
195 , 38
196 , 38
197 , 39
198 , 37
199 , 37
