0 , 63.2281 , 60.4405 , 56.7575 , 
1 , 68.9622 , 69.1794 , 71.1117 , 
2 , 68.8645 , 68.6179 , 67.7744 , 
3 , 68.8557 , 68.5662 , 68.5082 , 
4 , 68.8547 , 68.5487 , 68.3157 , 
5 , 68.8551 , 68.5415 , 68.3328 , 
6 , 68.8558 , 68.5379 , 68.3259 , 
7 , 68.8566 , 68.5361 , 68.3235 , 
8 , 68.8572 , 68.535 , 68.3221 , 
9 , 68.8578 , 68.5344 , 68.3212 , 
10 , 68.8583 , 68.534 , 68.3206 , 
11 , 68.8588 , 68.5338 , 68.3202 , 
12 , 68.8592 , 68.5336 , 68.32 , 
13 , 68.8595 , 68.5336 , 68.3199 , 
14 , 68.8599 , 68.5336 , 68.3198 , 
15 , 68.8601 , 68.5336 , 68.3197 , 
16 , 68.8604 , 68.5336 , 68.3197 , 
17 , 68.8606 , 68.5336 , 68.3197 , 
18 , 68.8608 , 68.5336 , 68.3197 , 
19 , 68.861 , 68.5337 , 68.3197 , 
20 , 68.8612 , 68.5337 , 68.3197 , 
21 , 68.8613 , 68.5338 , 68.3197 , 
22 , 68.8615 , 68.5338 , 68.3198 , 
23 , 68.8616 , 68.5338 , 68.3198 , 
24 , 68.8617 , 68.5339 , 68.3198 , 
25 , 68.8618 , 68.5339 , 68.3199 , 
26 , 68.8619 , 68.534 , 68.3199 , 
27 , 68.862 , 68.534 , 68.3199 , 
28 , 68.8621 , 68.5341 , 68.32 , 
29 , 68.8622 , 68.5341 , 68.32 , 
30 , 68.8623 , 68.5341 , 68.32 , 
31 , 68.8624 , 68.5342 , 68.3201 , 
32 , 68.8625 , 68.5342 , 68.3201 , 
33 , 68.8625 , 68.5342 , 68.3201 , 
34 , 68.8626 , 68.5343 , 68.3202 , 
35 , 68.8626 , 68.5343 , 68.3202 , 
36 , 68.8627 , 68.5343 , 68.3202 , 
37 , 68.8628 , 68.5343 , 68.3202 , 
38 , 68.8628 , 68.5344 , 68.3203 , 
39 , 68.8629 , 68.5344 , 68.3203 , 
40 , 68.8629 , 68.5344 , 68.3203 , 
41 , 68.8629 , 68.5345 , 68.3203 , 
42 , 68.863 , 68.5345 , 68.3204 , 
43 , 68.863 , 68.5345 , 68.3204 , 
44 , 68.8631 , 68.5345 , 68.3204 , 
45 , 68.8631 , 68.5345 , 68.3204 , 
46 , 68.8631 , 68.5346 , 68.3204 , 
47 , 68.8632 , 68.5346 , 68.3205 , 
48 , 68.8632 , 68.5346 , 68.3205 , 
49 , 68.8632 , 68.5346 , 68.3205 , 
50 , 68.8633 , 68.5346 , 68.3205 , 
51 , 68.8633 , 68.5347 , 68.3205 , 
52 , 68.8633 , 68.5347 , 68.3205 , 
53 , 68.8634 , 68.5347 , 68.3206 , 
54 , 68.8634 , 68.5347 , 68.3206 , 
55 , 68.8634 , 68.5347 , 68.3206 , 
56 , 68.8634 , 68.5347 , 68.3206 , 
57 , 68.8635 , 68.5347 , 68.3206 , 
58 , 68.8635 , 68.5348 , 68.3206 , 
59 , 68.8635 , 68.5348 , 68.3207 , 
60 , 68.8635 , 68.5348 , 68.3207 , 
61 , 68.8635 , 68.5348 , 68.3207 , 
62 , 68.8636 , 68.5348 , 68.3207 , 
63 , 68.8636 , 68.5348 , 68.3207 , 
64 , 68.8636 , 68.5348 , 68.3207 , 
65 , 68.8636 , 68.5349 , 68.3207 , 
66 , 68.8636 , 68.5349 , 68.3207 , 
67 , 68.8637 , 68.5349 , 68.3207 , 
68 , 68.8637 , 68.5349 , 68.3208 , 
69 , 68.8637 , 68.5349 , 68.3208 , 
