1.1294 , 29.4169
2.2588 , 27.9863
3.3882 , 26.5558
4.5176 , 25.1253
5.647 , 23.6947
6.7764 , 22.2642
7.9058 , 20.8336
9.0352 , 19.4031
10.1646 , 17.9726
11.294 , 16.542
12.4234 , 15.1115
13.5528 , 13.6809
14.6822 , 12.2504
15.8116 , 10.8199
16.941 , 9.38933
18.0704 , 7.95879
19.1998 , 6.52825
20.3292 , 5.09771
21.4586 , 3.66718
22.588 , 2.23664
23.7174 , 0.806097
24.8468 , -0.430708
25.9762 , -0.311379
27.1056 , -0.19205
28.235 , -0.0727203
29.3644 , 0.0466089
30.4938 , 0.165938
31.6232 , 0.285267
32.7526 , 0.404597
33.882 , 0.523926
35.0114 , 0.643255
36.1408 , 0.762584
37.2702 , 0.881914
38.3996 , 1.00124
39.529 , 1.12057
40.6584 , 1.2399
41.7878 , 1.35923
42.9172 , 1.47856
44.0466 , 1.59789
45.176 , 1.71722
46.3054 , 1.83655
47.4348 , 1.95588
48.5642 , 2.07521
49.6936 , 2.23757
50.823 , 2.52903
51.9524 , 2.82049
53.0818 , 3.11195
54.2112 , 3.40341
55.3406 , 3.69487
56.47 , 3.98633
57.5994 , 4.27779
58.7288 , 4.56926
59.8582 , 4.86072
60.9876 , 5.15218
62.117 , 5.44364
63.2464 , 5.7351
64.3758 , 6.02656
65.5052 , 6.31802
66.6346 , 6.60948
67.764 , 6.90094
68.8934 , 7.1924
70.0228 , 7.48386
71.1522 , 7.77533
72.2816 , 8.06679
73.411 , 8.35825
74.5404 , 8.72925
75.6698 , 9.23282
76.7992 , 9.73639
77.9286 , 10.24
79.058 , 10.7435
80.1874 , 11.2471
81.3168 , 11.7507
82.4462 , 12.2542
83.5756 , 12.7578
84.705 , 13.2614
85.8344 , 13.765
86.9638 , 14.2685
88.0932 , 14.7721
89.2226 , 15.2757
90.352 , 15.7792
91.4814 , 16.2828
92.6108 , 16.7864
93.7402 , 17.29
94.8696 , 17.7935
95.999 , 18.2971
97.1284 , 18.8007
98.2578 , 19.3042
99.3872 , 19.8812
100.517 , 20.5316
101.646 , 21.1819
102.775 , 21.8323
103.905 , 22.4827
105.034 , 23.133
106.164 , 23.7834
107.293 , 24.4338
108.422 , 25.0841
109.552 , 25.7345
110.681 , 26.3848
111.811 , 27.0352
